企查查搜索关键字,公司在企查查编号,公司在企查查地址,公司名称,公司标签,法定代表人,法定代表人拥有企业数量,公司地址,公司电话,公司邮箱-单个,公司邮箱-多个,公司网址,公司邮箱,公司简介,企业类型,经营状态,成立日期,注册资本,实缴资本,工商注册号,统一社会信用代码,营业期限,参保人数,曾用名,注册地址,经营范围,纳税人识别号,纳税人资质,行业,登记机关,英文名称,组织机构代码,核准日期,人员规模,评分
义乌市切泰贸易商行（普通合伙）,2473062477,https://www.tianyancha.com/company/2473062477,义乌市切泰贸易商行（普通合伙）,存续 小微企业 ,MITRA SUDIP,,浙江省义乌市江东永胜小区67幢5号402室***  ,13429009909,1292807221@qq.com,,,, 义乌市切泰贸易商行（普通合伙），成立于2012-03-16，注册资本为50万人民币，法定代表人为MITRA SUDIP，经营状态为存续，工商注册号为330782400007411，注册地址为浙江省义乌市江东永胜小区67幢5号402室***，经营范围包括机械设备、婴儿日用品（不含食品）的批发（不含邮购、直销、网上销售）及其进出口业务。  ,普通合伙企业,存续,2012-03-16,50万人民币,-,330782400007411,91330782592857285R,2012-03-16             至 2032-03-15,1,-,浙江省义乌市江东永胜小区67幢5号402室***,机械设备、婴儿日用品（不含食品）的批发（不含邮购、直销、网上销售）及其进出口业务。,91330782592857285R,-,批发业,义乌市市场监督管理局,-,592857285,2015-10-09,小于50人,53
义乌市古发贸易商行（普通合伙）,2352356103,https://www.tianyancha.com/company/2352356103,义乌市古发贸易商行（普通合伙）,存续 小微企业 ,RUKNUDDIN MOHAMMED YOUSUF,,浙江省义乌市江东桥东别墅22号1-3层**  ,15024551400,affankazia@hotmail.com,,,, 义乌市古发贸易商行（普通合伙），成立于2012-12-18，注册资本为50万人民币，法定代表人为RUKNUDDIN MOHAMMED YOUSUF，经营状态为存续，工商注册号为330782400015261，注册地址为浙江省义乌市江东桥东别墅22号1-3层**，经营范围包括日用百货、五金制品、家用电器的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）（涉及国家规定实施外商投资准入特别管理措施的除外）  ,普通合伙企业,存续,2012-12-18,50万人民币,-,330782400015261,91330782059587678J,2012-12-18             至 2032-12-17,5,-,浙江省义乌市江东桥东别墅22号1-3层**,日用百货、五金制品、家用电器的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）（涉及国家规定实施外商投资准入特别管理措施的除外）,91330782059587678J,-,批发业,义乌市市场监督管理局,-,059587678,2018-06-13,小于50人,53
义乌市勒玛餐厅（普通合伙）,2352366270,https://www.tianyancha.com/company/2352366270,义乌市勒玛餐厅（普通合伙）,存续 小微企业 ,MANISH HAREENDRA,,浙江省义乌市稠城城北路302号一楼  ,13777510640,,,,, 义乌市勒玛餐厅（普通合伙），成立于2014-01-02，注册资本为10万人民币，执行事务合伙人为MANISH HAREENDRA，经营状态为存续，工商注册号为330782400023070，注册地址为浙江省义乌市稠城城北路302号一楼，经营范围包括餐饮服务：中型餐馆（印度餐制售；不含凉菜；不含裱花蛋糕；不含生食海产品）（与有效的《食品经营许可证》同时使用）  ,普通合伙企业,存续,2014-01-02,10万人民币,-,330782400023070,91330782089487942H,2014-01-02             至 2034-01-01,3,-,浙江省义乌市稠城城北路302号一楼,餐饮服务：中型餐馆（印度餐制售；不含凉菜；不含裱花蛋糕；不含生食海产品）（与有效的《食品经营许可证》同时使用）,91330782089487942H,-,餐饮业,义乌市市场监督管理局,-,089487942,2018-12-07,小于50人,47
义乌市洛贝电子商行（普通合伙）,2352978064,https://www.tianyancha.com/company/2352978064,义乌市洛贝电子商行（普通合伙）,存续 小微企业 ,SHAIKH MOHAMMED AJMAL ABDUL AHAD,,浙江省义乌市稠城街道赵宅五区9栋10号201室（自主申报）  ,13306793077,,,,, 义乌市洛贝电子商行（普通合伙），成立于2013-08-05，注册资本为3万人民币，法定代表人为SHAIKH MOHAMMED AJMAL ABDUL AHAD，经营状态为存续，工商注册号为330782400020485，注册地址为浙江省义乌市稠城街道赵宅五区9栋10号201室（自主申报），经营范围包括电子产品、玩具批发（不含邮购、直销、网上销售）及其进出口业务，上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）（涉及国家规定实施外商投资准入特别管理措施的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）  ,普通合伙企业,存续,2013-08-05,3万人民币,-,330782400020485,91330782075330979K,2013-08-05             至 2028-08-04,3,-,浙江省义乌市稠城街道赵宅五区9栋10号201室（自主申报）,电子产品、玩具批发（不含邮购、直销、网上销售）及其进出口业务，上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）（涉及国家规定实施外商投资准入特别管理措施的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,91330782075330979K,-,批发业,义乌市市场监督管理局,-,075330979,2019-06-13,小于50人,47
义乌市泉蔻贸易商行（普通合伙）,2356781378,https://www.tianyancha.com/company/2356781378,义乌市泉蔻贸易商行（普通合伙）,存续 小微企业 ,MOHAMMAD HANEEF,,浙江省义乌市诗园小区10幢1单元101室（自主申报）  ,13516927506,,,,, 义乌市泉蔻贸易商行（普通合伙），成立于2012-07-12，注册资本为50万人民币，执行事务合伙人为MOHAMMAD HANEEF，经营状态为存续，工商注册号为330782400010579，注册地址为浙江省义乌市诗园小区10幢1单元101室（自主申报），经营范围包括五金工具、电子产品、文体用品（不含图书、报刊、电子出版物及音像制品）、办公用品、服饰、玩具、工艺品、机械设备、箱包、鞋、床上用品、帽子的批发（不含邮购、直销、网上销售）及其进出口业务。上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）  ,普通合伙企业,存续,2012-07-12,50万人民币,-,330782400010579,91330782050126058N,2012-07-12             至 2022-07-11,1,-,浙江省义乌市诗园小区10幢1单元101室（自主申报）,五金工具、电子产品、文体用品（不含图书、报刊、电子出版物及音像制品）、办公用品、服饰、玩具、工艺品、机械设备、箱包、鞋、床上用品、帽子的批发（不含邮购、直销、网上销售）及其进出口业务。上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）,91330782050126058N,-,批发业,义乌市市场监督管理局,-,050126058,2018-05-23,小于50人,11
义乌市睿印贸易商行（普通合伙）,2745128638,https://www.tianyancha.com/company/2745128638,义乌市睿印贸易商行（普通合伙）,存续 小微企业 ,KUKADIYA HASMUKH JIVRAJBHAI,,浙江省义乌市财富大厦A座1211室  ,,,,,, 义乌市睿印贸易商行（普通合伙），成立于2016-04-25，注册资本为80万人民币，法定代表人为KUKADIYA HASMUKH JIVRAJBHAI，经营状态为存续，工商注册号为330782400033911，注册地址为浙江省义乌市财富大厦A座1211室，经营范围包括五金工具、日用百货、机械设备、小家电、饰品、围巾、化妆品、服饰、陶瓷制品、厨卫用具、服装辅料、摩托车配件、汽车配件、玩具、文具、工艺品、箱包、鞋的批发及其进出口业务。  ,普通合伙企业,存续,2016-04-25,80万人民币,-,330782400033911,91330782MA28DMDT92,2016-04-25             至 2036-04-24,2,-,浙江省义乌市财富大厦A座1211室,五金工具、日用百货、机械设备、小家电、饰品、围巾、化妆品、服饰、陶瓷制品、厨卫用具、服装辅料、摩托车配件、汽车配件、玩具、文具、工艺品、箱包、鞋的批发及其进出口业务。,91330782MA28DMDT92,-,批发业,义乌市市场监督管理局,-,MA28DMDT9,2018-07-03,小于50人,63
义乌市萨法豪日用百货商行（普通合伙）,2352280904,https://www.tianyancha.com/company/2352280904,义乌市萨法豪日用百货商行（普通合伙）,存续 小微企业 ,SULAIMAN ABDUL AYYANGOL,,浙江省义乌市江东樊村40幢3单元304室**  ,15267352972,,,,, 义乌市萨法豪日用百货商行（普通合伙），成立于2011-12-06，注册资本为5万人民币，法定代表人为SULAIMAN ABDUL AYYANGOL，经营状态为存续，工商注册号为330782400005389，注册地址为浙江省义乌市江东樊村40幢3单元304室**，经营范围包括日用百货的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）  ,普通合伙企业,存续,2011-12-06,5万人民币,-,330782400005389,913307825877562018,2011-12-06             至 2031-12-05,2,-,浙江省义乌市江东樊村40幢3单元304室**,日用百货的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）,913307825877562018,-,批发业,义乌市市场监督管理局,-,587756201,2016-10-17,小于50人,47
义乌市嘎尼贸易商行（普通合伙）,2351286177,https://www.tianyancha.com/company/2351286177,义乌市嘎尼贸易商行（普通合伙）,存续 小微企业 ,ANTULE ELYAS ABDUL KADAR,,浙江省义乌市稠城城北路258号505室*  ,13777928172,,,,, 义乌市嘎尼贸易商行（普通合伙），成立于2013-05-27，注册资本为10万人民币，法定代表人为ANTULE ELYAS ABDUL KADAR，经营状态为存续，工商注册号为330782400018690，注册地址为浙江省义乌市稠城城北路258号505室*，经营范围包括日用百货、工艺品、小五金、服装的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）  ,普通合伙企业,存续,2013-05-27,10万人民币,-,330782400018690,913307820706567348,2013-05-27             至 2033-05-26,2,-,浙江省义乌市稠城城北路258号505室*,日用百货、工艺品、小五金、服装的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）,913307820706567348,-,批发业,义乌市市场监督管理局,-,070656734,2018-01-29,小于50人,47
义乌市赛列贸易商行（普通合伙）,2806283635,https://www.tianyancha.com/company/2806283635,义乌市赛列贸易商行（普通合伙）,存续 小微企业 ,HUSNA ABDUL KADER,,浙江省义乌市稠城银海二区45幢1号202室  ,15967967150,,,,, 义乌市赛列贸易商行（普通合伙），成立于2011-12-28，注册资本为100万人民币，法定代表人为HUSNA ABDUL KADER，经营状态为存续，工商注册号为330782400006068，注册地址为浙江省义乌市稠城银海二区45幢1号202室，经营范围包括日用百货、服饰、五金配件、饰品、文体用品（不含图书、报刊、音像制品及电子出版物）、厨房用具、卫浴用具、家具、建材（不含钢材和竹木材料）、家用电器、鞋、工艺品、箱包、电子产品的批发（不含邮购、直销、网上销售）及其进出口业务，上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。  ,普通合伙企业,存续,2011-12-28,100万人民币,-,330782400006068,91330782589021639R,2011-12-28             至 2031-12-27,1,-,浙江省义乌市稠城银海二区45幢1号202室,日用百货、服饰、五金配件、饰品、文体用品（不含图书、报刊、音像制品及电子出版物）、厨房用具、卫浴用具、家具、建材（不含钢材和竹木材料）、家用电器、鞋、工艺品、箱包、电子产品的批发（不含邮购、直销、网上销售）及其进出口业务，上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。,91330782589021639R,-,批发业,义乌市市场监督管理局,-,589021639,2015-10-27,小于50人,58
义乌市茂恩贸易商行（普通合伙）,2350652269,https://www.tianyancha.com/company/2350652269,义乌市茂恩贸易商行（普通合伙）,存续 小微企业 ,SIDHARTH CHADHA,,浙江省义乌市稠城稠州北路699号金茂大厦1507室  ,15958977964,1610852187@qq.com,"[""1610852187@qq.com"",""402351337@qq.com""]",,"[""1610852187@qq.com"",""402351337@qq.com""]", 义乌市茂恩贸易商行（普通合伙），成立于2012-07-30，注册资本为50万人民币，执行事务合伙人为SIDHARTH CHADHA，经营状态为存续，工商注册号为330782400011090，注册地址为浙江省义乌市稠城稠州北路699号金茂大厦1507室，经营范围包括厨房用具、工艺品、文具、服装的批发（不含邮购、直销、网上销售）。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）  ,普通合伙企业,存续,2012-07-30,50万人民币,-,330782400011090,91330782051312127W,2012-07-30             至 2032-07-29,1,-,浙江省义乌市稠城稠州北路699号金茂大厦1507室,厨房用具、工艺品、文具、服装的批发（不含邮购、直销、网上销售）。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）,91330782051312127W,-,批发业,义乌市市场监督管理局,-,051312127,2018-12-04,小于50人,53
义乌市爵努贸易商行（普通合伙）,2738351734,https://www.tianyancha.com/company/2738351734,义乌市爵努贸易商行（普通合伙）,存续 小微企业 ,MOHAMMED ASHARAF NIROSE PARAMBATHKANDY,,浙江省义乌市北苑街道凯吉路208号7楼703室*（自主申报）  ,15958977964,1610852187@qq.com,,,, 义乌市爵努贸易商行（普通合伙），成立于2012-01-12，注册资本为100万人民币，执行事务合伙人为MOHAMMED ASHARAF NIROSE PARAMBATHKANDY，经营状态为存续，工商注册号为330782400006412，注册地址为浙江省义乌市北苑街道凯吉路208号7楼703室*（自主申报），经营范围包括日用百货、工艺品、小五金、小家电、床上用品、饰品、针纺织品、鞋子、袜子的批发及其进出口业务；一般商品信息咨询服务；佣金代理（拍卖除外）。（涉及国家规定实施外商投资准入特别管理措施的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）  ,普通合伙企业,存续,2012-01-12,100万人民币,-,330782400006412,91330782590589192D,2012-01-12             至 2052-01-11,-,-,浙江省义乌市北苑街道凯吉路208号7楼703室*（自主申报）,日用百货、工艺品、小五金、小家电、床上用品、饰品、针纺织品、鞋子、袜子的批发及其进出口业务；一般商品信息咨询服务；佣金代理（拍卖除外）。（涉及国家规定实施外商投资准入特别管理措施的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,91330782590589192D,-,批发业,义乌市市场监督管理局,-,590589192,2021-03-12,-,44
义乌市浮飞贸易商行（普通合伙）,2452911969,https://www.tianyancha.com/company/2452911969,义乌市浮飞贸易商行（普通合伙）,存续 小微企业 ,BRIGHU DHALL,,浙江省义乌市福田二区11幢1-1号201室  ,15958977964,1610852187@qq.com,,,, 义乌市浮飞贸易商行（普通合伙），成立于2015-08-17，注册资本为2万人民币，法定代表人为BRIGHU DHALL，经营状态为存续，工商注册号为330782400030438，注册地址为浙江省义乌市福田二区11幢1-1号201室，经营范围包括灯具、工艺品、针织品、日用百货、眼镜的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）（涉及国家规定实施外商投资准入特别管理措施的除外。）  ,普通合伙企业,存续,2015-08-17,2万人民币,-,330782400030438,91330782350179557E,2015-08-17             至 2035-08-16,1,-,浙江省义乌市福田二区11幢1-1号201室,灯具、工艺品、针织品、日用百货、眼镜的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）（涉及国家规定实施外商投资准入特别管理措施的除外。）,91330782350179557E,-,批发业,义乌市市场监督管理局,-,350179557,2016-12-16,小于50人,47
义乌市孚昇贸易商行（普通合伙）,2452957336,https://www.tianyancha.com/company/2452957336,义乌市孚升贸易商行（普通合伙）,存续 小微企业 ,KHATRI GULSHAN GORDHANDAS,,浙江省义乌市稠城福田四区12幢7号二楼201室**  ,15958977964,1610852187@qq.com,"[""1610852187@qq.com"",""1274035507@qq.com""]",,"[""1610852187@qq.com"",""1274035507@qq.com""]", 义乌市孚昇贸易商行（普通合伙），成立于2014-11-07，注册资本为2万人民币，法定代表人为KHATRI GULSHAN GORDHANDAS，经营状态为存续，工商注册号为330782400027072，注册地址为浙江省义乌市稠城福田四区12幢7号二楼201室**，经营范围包括箱包、文体用品（不含图书、报刊、音像制品及电子出版物）、日用百货、五金工具、纺织品、毛巾、手电筒、玩具、灯具的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（涉及国家规定实施外商投资准入特别管理措施的除外）（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）  ,普通合伙企业,存续,2014-11-07,2万人民币,-,330782400027072,913307823229905616,2014-11-07             至 2034-11-06,-,-,浙江省义乌市稠城福田四区12幢7号二楼201室**,箱包、文体用品（不含图书、报刊、音像制品及电子出版物）、日用百货、五金工具、纺织品、毛巾、手电筒、玩具、灯具的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（涉及国家规定实施外商投资准入特别管理措施的除外）（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）,913307823229905616,-,批发业,义乌市市场监督管理局,-,322990561,2016-12-07,-,7
义乌市印默贸易商行（普通合伙）,2352035015,https://www.tianyancha.com/company/2352035015,义乌市印默贸易商行（普通合伙）,存续 小微企业 ,MANKANI NAVIN,,浙江省义乌市江东永胜小区92幢3号3楼301室  ,15958977964,1610852187@qq.com,,,, 义乌市印默贸易商行（普通合伙），成立于2015-07-14，注册资本为2万人民币，执行事务合伙人为MANKANI NAVIN，经营状态为存续，工商注册号为330782400029931，注册地址为浙江省义乌市江东永胜小区92幢3号3楼301室，经营范围包括日用百货、五金工具、文具、饰品、鞋子、厨房用具的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）  ,普通合伙企业,存续,2015-07-14,2万人民币,-,330782400029931,91330782350097439B,2015-07-14             至 2035-07-13,-,-,浙江省义乌市江东永胜小区92幢3号3楼301室,日用百货、五金工具、文具、饰品、鞋子、厨房用具的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）,91330782350097439B,-,批发业,义乌市市场监督管理局,-,350097439,2016-11-29,-,7
义乌市肯业贸易商行（普通合伙）,2352403563,https://www.tianyancha.com/company/2352403563,义乌市肯业贸易商行（普通合伙）,存续 小微企业 ,SALMAN,,义乌市稠城福田二区77幢2号三楼  ,18757971182,,,,, 义乌市肯业贸易商行（普通合伙），成立于2013-09-25，注册资本为10万，执行事务合伙人为SALMAN，经营状态为存续，工商注册号为330782400021357，注册地址为义乌市稠城福田二区77幢2号三楼，经营范围包括日用百货、服装、美容用具、小五金、饰品的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）（涉及国家规定实施外商投资准入特别管理措施的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）  ,普通合伙企业,存续,2013-09-25,10万,-,330782400021357,91330782087382813Q,2013-09-25             至 2033-09-24,1,-,义乌市稠城福田二区77幢2号三楼,日用百货、服装、美容用具、小五金、饰品的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）（涉及国家规定实施外商投资准入特别管理措施的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,91330782087382813Q,-,批发业,义乌市市场监督管理局,-,087382813,2017-12-27,小于50人,7
义乌市赫能贸易商行（普通合伙）,2353511341,https://www.tianyancha.com/company/2353511341,义乌市赫能贸易商行（普通合伙）,存续 小微企业 ,NARESH KUMAR ISSRANI,,浙江省义乌市福田兴港小区137幢2单元201、202室  ,13221253755,,,,, 义乌市赫能贸易商行（普通合伙），成立于2012-07-17，注册资本为10万人民币，执行事务合伙人为NARESH KUMAR ISSRANI，经营状态为存续，工商注册号为330782400010634，注册地址为浙江省义乌市福田兴港小区137幢2单元201、202室，经营范围包括日用百货、服装辅料、工艺品、玩具、五金制品、纺织品、箱包、文具、饰品的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）（涉及国家规定实施外商投资准入特别管理措施的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）  ,普通合伙企业,存续,2012-07-17,10万人民币,-,330782400010634,91330782050132538U,2012-07-17             至 2032-07-16,2,-,浙江省义乌市福田兴港小区137幢2单元201、202室,日用百货、服装辅料、工艺品、玩具、五金制品、纺织品、箱包、文具、饰品的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）（涉及国家规定实施外商投资准入特别管理措施的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,91330782050132538U,-,批发业,义乌市市场监督管理局,-,050132538,2017-06-13,小于50人,47
义乌市拓任贸易商行（普通合伙）,3025569450,https://www.tianyancha.com/company/3025569450,义乌市拓任贸易商行（普通合伙）,存续 小微企业 ,PATHAK MIHIRKUMAR HARSHADBHAI,,浙江省义乌市稠城工人北路689号509室  ,15058500991,,,,, 义乌市拓任贸易商行（普通合伙），成立于2014-12-25，注册资本为10万，法定代表人为PATHAK MIHIRKUMAR HARSHADBHAI，经营状态为存续，工商注册号为330782400027683，注册地址为浙江省义乌市稠城工人北路689号509室，经营范围包括服饰、日用百货、玩具、厨房用具、家具、灯饰、鞋、家用电器、工艺品、箱包、灯具、化妆品、玻璃制品、建筑材料（不含钢材、竹木材料）、办公用品、塑料制品、纺织品、五金工具、汽车配件、装饰材料（不含钢材、竹木材料）、电子产品及其配件（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）  ,普通合伙企业,存续,2014-12-25,10万,-,330782400027683,91330782325601963F,2014-12-25             至 2034-12-24,-,-,浙江省义乌市稠城工人北路689号509室,服饰、日用百货、玩具、厨房用具、家具、灯饰、鞋、家用电器、工艺品、箱包、灯具、化妆品、玻璃制品、建筑材料（不含钢材、竹木材料）、办公用品、塑料制品、纺织品、五金工具、汽车配件、装饰材料（不含钢材、竹木材料）、电子产品及其配件（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）,91330782325601963F,-,批发业,义乌市市场监督管理局,-,325601963,2018-06-11,-,47
义乌市玛肯贸易商行（普通合伙）,2352483998,https://www.tianyancha.com/company/2352483998,义乌市玛肯贸易商行（普通合伙）,存续 小微企业 ,M0HAMMED RISVAN MAHADHOOM KANDY,,浙江省义乌市江东街道桥东一区12栋2号401室（自主申报）  ,13868977107,risuu2000@yahoo.com,,,, 义乌市玛肯贸易商行（普通合伙），成立于2011-11-21，注册资本为10万人民币，执行事务合伙人为M0HAMMED RISVAN MAHADHOOM KANDY，经营状态为存续，工商注册号为330782400004966，注册地址为浙江省义乌市江东街道桥东一区12栋2号401室（自主申报），经营范围包括日用百货、电动工具、五金制品、文具、电器配件、厨房用具、塑料制品、纺织品、地毯、服装、箱包批发（不含邮购、直销、网上销售）（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）（涉及国家规定实施外商投资准入特别管理措施的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）  ,普通合伙企业,存续,2011-11-21,10万人民币,-,330782400004966,913307825862742190,2011-11-21             至 2031-11-20,3,-,浙江省义乌市江东街道桥东一区12栋2号401室（自主申报）,日用百货、电动工具、五金制品、文具、电器配件、厨房用具、塑料制品、纺织品、地毯、服装、箱包批发（不含邮购、直销、网上销售）（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）（涉及国家规定实施外商投资准入特别管理措施的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,913307825862742190,-,批发业,义乌市市场监督管理局,-,586274219,2019-10-30,小于50人,47
义乌市纽扬贸易商行（普通合伙）,2350659950,https://www.tianyancha.com/company/2350659950,义乌市纽扬贸易商行（普通合伙）,存续 小微企业 ,RANJIT SINGH,,浙江省义乌市稠州北路999号336室  ,13362917707,,,,, 义乌市纽扬贸易商行（普通合伙），成立于2011-12-13，注册资本为1万美元，执行事务合伙人为RANJIT SINGH，经营状态为存续，工商注册号为330782400005645，注册地址为浙江省义乌市稠州北路999号336室，经营范围包括日用百货、化妆品、电子电器、五金工具、家具、玩具、厨房用具、文具的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（涉及国家规定实施外商投资准入特别管理措施的除外）（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）（依法须经批准的项目，经相关部门批准后方可开展经营活动）  ,普通合伙企业,存续,2011-12-13,1万美元,-,330782400005645,91330782587785109B,2011-12-13             至 2031-12-12,-,-,浙江省义乌市稠州北路999号336室,日用百货、化妆品、电子电器、五金工具、家具、玩具、厨房用具、文具的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（涉及国家规定实施外商投资准入特别管理措施的除外）（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,91330782587785109B,-,批发业,义乌市市场监督管理局,-,587785109,2017-08-17,-,47
义乌市米能贸易商行（普通合伙）,2352006236,https://www.tianyancha.com/company/2352006236,义乌市米能贸易商行（普通合伙）,存续 小微企业 ,DASWANI RAMESH POHUMAL,,浙江省义乌市江东时代广场A座802室***  ,13173876581,498486251@qq.com,,,, 义乌市米能贸易商行（普通合伙），成立于2013-04-08，注册资本为50万人民币，执行事务合伙人为DASWANI RAMESH POHUMAL，经营状态为存续，工商注册号为330782400017402，注册地址为浙江省义乌市江东时代广场A座802室***，经营范围包括厨房用具、日用百货、文具、鞋的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）  ,普通合伙企业,存续,2013-04-08,50万人民币,-,330782400017402,913307820656369152,2013-04-08             至 2033-04-07,1,-,浙江省义乌市江东时代广场A座802室***,厨房用具、日用百货、文具、鞋的批发（不含邮购、直销、网上销售）及其进出口业务；上述商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理规定的商品。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）,913307820656369152,-,批发业,义乌市市场监督管理局,-,065636915,2015-12-30,小于50人,16
